cobraId,dotTargetFraction,calibrated,dotEdgeFraction,entryEdgeSeen,runSpread
791,0.6681,True,0.2207,True,0.0424
792,0.4659,True,,False,0.0221
793,0.4236,True,,False,0.0641
794,0.5995,True,,False,0.0388
795,0.5701,True,,False,0.018
796,0.6185,True,0.1002,True,0.0238
797,0.459,True,,False,0.0098
798,0.5229,True,0.0421,True,0.0249
799,0.445,False,,False,
800,0.3467,True,,False,0.0163
801,0.4966,True,,False,0.0413
802,0.5355,True,,False,0.0344
803,0.3921,True,,False,0.0103
804,0.5122,True,,False,0.0333
805,0.412,True,,False,0.0261
806,0.5873,True,,False,0.0183
807,0.6378,True,,False,0.0256
808,0.5583,True,,False,0.0161
809,0.6383,True,,False,0.0256
810,0.6518,True,0.1465,True,0.0264
811,0.6014,True,0.1356,True,0.0461
812,0.5748,True,,False,0.0164
813,0.2183,True,,False,0.0635
814,0.445,False,,False,
815,0.5008,True,,False,0.024
816,0.4854,True,,False,0.0246
817,0.5078,True,,False,0.0134
818,0.5865,True,,False,0.0007
819,0.5042,True,0.1283,True,0.0159
820,0.469,True,0.0915,True,0.0119
821,0.445,False,,False,
822,0.4291,True,0.0931,True,0.0182
823,0.5742,True,,False,0.0199
824,0.6099,True,,False,0.0143
825,0.5116,True,,False,0.0176
826,0.445,False,,False,
827,0.5745,True,,False,0.006
828,0.5203,True,,False,0.0004
829,0.445,False,,False,
830,0.5076,True,,False,0.0031
831,0.5872,True,0.1207,True,0.0035
832,0.4118,True,,False,0.0113
833,0.4173,True,,False,0.0032
834,0.5367,True,,False,0.0359
835,0.4091,True,,False,0.0021
836,0.3376,True,,False,0.031
837,0.2496,True,,False,0.0666
838,0.5193,True,,False,0.0166
839,0.5008,True,,False,0.0265
840,0.3485,True,,False,0.0167
841,0.5414,True,,False,0.0081
842,0.3656,True,,False,0.0036
843,0.445,False,,False,
844,0.5646,True,,False,0.0182
845,0.239,True,0.0392,True,0.0122
846,0.495,True,,False,0.0141
847,0.3175,True,,False,0.0252
848,0.3692,True,,False,0.0598
849,0.3702,True,,False,0.0194
850,0.5468,True,0.0597,True,0.0005
851,0.3777,True,,False,0.0398
852,0.3904,True,,False,0.0288
853,0.445,False,,False,
854,0.4403,True,,False,0.0211
855,0.6019,True,,False,0.0184
856,0.6128,True,,False,0.0025
857,0.3386,True,,False,0.0509
858,0.4595,True,,False,0.0807
859,0.5508,True,,False,0.0362
860,0.6051,True,,False,0.027
861,0.5043,True,,False,0.003
862,0.4598,True,0.1252,True,0.0147
863,0.5177,True,,False,0.043
864,0.6115,True,0.1051,True,0.0008
865,0.4696,True,,False,0.0529
866,0.503,True,,False,0.0001
867,0.4064,True,,False,0.0083
868,0.7972,True,,False,0.0
869,0.3979,True,,False,0.0629
870,0.4986,True,0.1629,True,0.0147
871,0.33,True,0.1082,True,0.0185
872,0.6582,True,,False,0.0151
873,0.526,True,,False,0.0128
874,0.5582,True,,False,0.0778
875,0.5883,True,,False,0.0175
876,0.4922,True,0.1244,True,0.0364
877,0.4288,True,,False,0.0343
878,0.5903,True,,False,0.0374
879,0.4651,True,,False,0.0543
880,0.4802,True,,False,0.0399
881,0.634,True,,False,0.0149
882,0.5683,True,0.1643,True,0.0432
883,0.4925,True,,False,0.0469
884,0.3487,True,0.0674,True,0.0113
885,0.4571,True,,False,0.0094
886,0.503,True,,False,0.0188
887,0.4517,True,0.0793,True,0.0026
888,0.4321,True,,False,0.033
889,0.6444,True,,False,0.0415
890,0.4747,True,0.1006,True,0.0161
891,0.4731,True,,False,0.0056
892,0.5865,True,,False,0.0074
893,0.4144,True,,False,0.0213
894,0.445,False,,False,
895,0.3785,True,,False,0.0562
896,0.463,True,0.0635,True,0.0072
897,0.3879,True,,False,0.0051
898,0.4831,True,,False,0.0393
899,0.3443,True,,False,0.0331
900,0.4605,True,,False,0.0196
901,0.3688,True,,False,0.066
902,0.445,False,,False,
903,0.4808,True,,False,0.0354
904,0.5086,True,,False,0.0062
905,0.6412,True,,False,0.0568
906,0.3259,True,,False,0.0063
907,0.2297,True,-0.0376,True,0.035
908,0.5474,True,,False,0.0229
909,0.5021,True,,False,0.0018
910,0.445,False,,False,
911,0.3755,True,0.0637,True,0.0346
912,0.5978,True,,False,0.0037
913,0.7178,True,0.2,True,0.0029
914,0.4621,True,0.1202,True,0.0131
915,0.5602,True,,False,0.0048
916,0.5389,True,,False,0.0002
917,0.6522,True,,False,0.0206
918,0.5311,True,,False,0.0268
919,0.4952,True,,False,0.0106
920,0.6256,True,0.1037,True,0.0118
921,0.774,True,0.2019,True,0.0014
922,0.445,False,,False,
923,0.5632,True,,False,0.0041
924,0.5449,True,,False,0.058
925,0.6383,True,,False,0.0118
926,0.3093,True,0.1139,True,0.0128
927,0.5683,True,0.1231,True,0.0068
928,0.3618,True,,False,0.0282
929,0.5418,True,,False,0.0053
930,0.4193,True,,False,0.0785
931,0.6204,True,,False,0.0193
932,0.5135,True,,False,0.0517
933,0.5206,True,,False,0.0457
934,0.6705,True,,False,0.0003
935,0.5581,True,,False,0.022
936,0.5979,True,0.1283,True,0.0229
937,0.5464,True,,False,0.0459
938,0.5365,True,,False,0.0091
939,0.4099,True,,False,0.026
940,0.467,True,0.17,True,0.0044
941,0.625,True,,False,0.0284
942,0.4624,True,,False,0.019
943,0.645,True,0.1639,True,0.0037
944,0.4159,True,0.057,True,0.0043
945,0.5551,True,,False,0.0147
946,0.3654,True,0.0767,True,0.0249
947,0.3688,True,0.0838,True,0.0096
948,0.3492,True,,False,0.0377
949,0.445,False,,False,
950,0.6096,True,0.1467,True,0.0361
951,0.5474,True,0.1145,True,0.0095
952,0.4784,True,,False,0.0205
953,0.3285,True,,False,0.0352
954,0.445,False,,False,
955,0.31,True,,False,0.0223
956,0.516,True,,False,0.0024
957,0.3774,True,,False,0.0516
958,0.5269,True,,False,0.0084
959,0.403,True,,False,0.0065
960,0.4813,True,,False,0.0163
961,0.5285,True,,False,0.0008
962,0.3457,True,,False,0.0199
963,0.4453,True,,False,0.0153
964,0.5608,True,,False,0.0178
965,0.3699,True,,False,0.0
966,0.3387,True,,False,0.0186
967,0.4078,True,,False,0.0004
968,0.4459,True,,False,0.0002
969,0.3467,True,,False,0.007
970,0.5972,True,,False,0.0004
971,0.4177,True,0.1251,True,0.0404
972,0.3497,True,,False,0.0071
973,0.6589,True,0.1346,True,0.002
974,0.5377,True,,False,0.0393
975,0.5547,True,,False,0.0175
976,0.5655,True,,False,0.0096
977,0.554,True,0.0978,True,0.0001
978,0.4151,True,0.1381,True,0.0126
979,0.5982,True,,False,0.0122
980,0.591,True,,False,0.0209
981,0.3858,True,,False,0.0292
982,0.6431,True,0.1315,True,0.0881
983,0.5061,True,0.1475,True,0.0335
984,0.4931,True,0.1552,True,0.0006
985,0.5757,True,,False,0.0042
986,0.5606,True,,False,0.0138
987,0.5997,True,,False,0.0682
988,0.6139,True,,False,0.0198
989,0.6628,True,0.1662,True,0.0056
990,0.5824,True,,False,0.0024
991,0.4731,True,0.1116,True,0.0242
992,0.4709,True,0.0558,True,0.0077
993,0.656,True,,False,0.0136
994,0.6666,True,0.142,True,0.0769
995,0.2481,True,-0.0119,True,0.0205
996,0.4904,True,0.1647,True,0.0219
997,0.623,True,,False,0.0837
998,0.5679,True,0.1077,True,0.0173
999,0.4041,True,,False,0.0023
1000,0.5355,True,,False,0.0428
1001,0.4444,True,,False,0.0591
1002,0.417,True,,False,0.0318
1003,0.4672,True,,False,0.0054
1004,0.5682,True,,False,0.026
1005,0.7712,True,,False,0.0245
1006,0.5333,True,0.1066,True,0.0215
1007,0.4601,True,,False,0.0052
1008,0.5514,True,0.1439,True,0.0236
1009,0.4243,True,,False,0.005
1010,0.4434,True,,False,0.0099
1011,0.6202,True,,False,0.0013
1012,0.4123,True,,False,0.0119
1013,0.566,True,,False,0.0042
1014,0.3793,True,,False,0.0438
1015,0.5729,True,,False,0.0087
1016,0.4162,True,,False,0.0041
1017,0.4781,True,,False,0.0098
1018,0.445,False,,False,
1019,0.3823,True,,False,0.0219
1020,0.4554,True,,False,0.0011
1021,0.5771,True,,False,0.0024
1022,0.5308,True,,False,0.0481
1023,0.5882,True,,False,0.005
1024,0.5328,True,,False,0.007
1025,0.4264,True,,False,0.0001
1026,0.4134,True,,False,0.0021
1027,0.5585,True,,False,0.0552
1028,0.5079,True,,False,0.04
1029,0.6028,True,0.1468,True,0.0342
1030,0.3958,True,,False,0.0012
1031,0.4944,True,,False,0.0265
1032,0.445,False,,False,
1033,0.4948,True,,False,0.0755
1034,0.5723,True,,False,0.0096
1035,0.4196,True,,False,0.0202
1036,0.4179,True,,False,0.0289
1037,0.4944,True,,False,0.0629
1038,0.5192,True,,False,0.032
1039,0.4711,True,0.1721,True,0.0461
1040,0.3273,True,,False,0.0151
1041,0.445,False,,False,
1042,0.6151,True,,False,0.0079
1043,0.477,True,,False,0.0559
1044,0.4408,True,,False,0.0443
1045,0.5155,True,,False,0.0161
1046,0.5975,True,,False,0.0193
1047,0.4202,True,,False,0.0394
1048,0.2991,True,0.0132,True,0.0109
1049,0.3417,True,,False,0.0191
1050,0.5954,True,,False,0.0028
1051,0.5922,True,,False,0.0402
1052,0.4235,True,,False,0.0398
1053,0.4875,True,,False,0.0028
1054,0.3876,True,0.0539,True,0.0076
1055,0.5669,True,,False,0.0014
1056,0.4092,True,,False,0.0406
1057,0.4711,True,,False,0.042
1058,0.383,True,,False,0.0539
1059,0.5101,True,,False,0.0
1060,0.3436,True,,False,0.0034
1061,0.5014,True,,False,0.0238
1062,0.445,False,,False,
1063,0.433,True,,False,0.0028
1064,0.7525,True,0.2555,True,0.0767
1065,0.5926,True,,False,0.0545
1066,0.4791,True,,False,0.0327
1067,0.6058,True,,False,0.018
1068,0.4638,True,0.0639,True,0.0118
1069,0.4655,True,,False,0.0531
1070,0.4617,True,,False,0.0291
1071,0.5145,True,,False,0.0099
1072,0.4017,True,,False,0.0064
1073,0.445,False,,False,
1074,0.4832,True,,False,0.0197
1075,0.4771,True,,False,0.01
1076,0.3484,True,,False,0.0471
1077,0.4757,True,,False,0.005
1078,0.445,False,,False,
1079,0.5329,True,,False,0.0295
1080,0.3816,True,,False,0.0338
1081,0.4934,True,,False,0.0287
1082,0.4429,True,,False,0.0072
1083,0.4607,True,,False,0.0064
1084,0.6128,True,,False,0.0301
1085,0.2276,True,0.0245,True,0.0046
1086,0.6183,True,,False,0.0134
1087,0.5886,True,,False,0.0346
1088,0.6866,True,0.1149,True,0.0419
1089,0.5584,True,,False,0.0026
1090,0.4308,True,,False,0.068
1091,0.3801,True,0.0566,True,0.044
1092,0.6794,True,,False,0.0075
1093,0.3552,True,,False,0.0353
1094,0.3399,True,0.1011,True,0.0257
1095,0.3429,True,,False,0.0179
1096,0.5295,True,,False,0.0264
1097,0.4315,True,,False,0.0208
1098,0.4384,True,,False,0.0392
1099,0.3753,True,,False,0.0166
1100,0.6127,True,,False,0.0076
1101,0.3636,True,,False,0.0033
1102,0.4712,True,,False,0.0221
1103,0.5599,True,,False,0.0336
1104,0.497,True,,False,0.0397
1105,0.5167,True,,False,0.0407
1106,0.4482,True,,False,0.0124
1107,0.3283,True,,False,0.0071
1108,0.7664,True,,False,0.0454
1109,0.5651,True,0.1337,True,0.0024
1110,0.5723,True,,False,0.0075
1111,0.4644,True,,False,0.0074
1112,0.4694,True,,False,0.0105
1113,0.445,False,,False,
1114,0.4355,True,,False,0.0117
1115,0.3833,True,,False,0.006
1116,0.5248,True,,False,0.0224
1117,0.6136,True,,False,0.0013
1118,0.4882,True,0.0846,True,0.0218
1119,0.408,True,,False,0.0307
1120,0.4523,True,,False,0.0871
1121,0.408,True,,False,0.0096
1122,0.5418,True,,False,0.0052
1123,0.4652,True,,False,0.005
1124,0.3971,True,,False,0.0327
1125,0.3323,True,,False,0.0467
1126,0.6291,True,,False,0.0177
1127,0.5917,True,,False,0.0118
1128,0.53,True,,False,0.0191
1129,0.4263,True,,False,0.0039
1130,0.441,True,,False,0.0256
1131,0.4171,True,,False,0.0131
1132,0.6336,True,,False,0.0045
1133,0.5069,True,,False,0.0854
1134,0.4246,True,,False,0.0205
1135,0.4195,True,,False,0.0368
1136,0.5302,True,,False,0.02
1137,0.445,False,,False,
1138,0.5085,True,,False,0.0082
1139,0.4892,True,,False,0.0097
1140,0.2862,True,,False,0.0054
1141,0.445,False,,False,
1142,0.5689,True,,False,0.0141
1143,0.5536,True,0.077,True,0.0532
1144,0.5345,True,,False,0.0346
1145,0.5702,True,0.1537,True,0.0143
1146,0.4813,True,,False,0.0167
1147,0.6531,True,,False,0.0232
1148,0.4342,True,,False,0.0028
1149,0.392,True,,False,0.0226
1150,0.445,False,,False,
1151,0.4411,True,,False,0.0509
1152,0.4321,True,,False,0.0088
1153,0.5839,True,,False,0.0127
1154,0.4182,True,,False,0.0436
1155,0.4215,True,,False,0.0265
1156,0.3792,True,,False,0.0029
1157,0.6113,True,,False,0.0297
1158,0.534,True,0.1546,True,0.0622
1159,0.5183,True,,False,0.0027
1160,0.5685,True,0.1352,True,0.05
1161,0.3418,True,,False,0.0239
1162,0.5671,True,,False,0.0105
1163,0.5602,True,,False,0.032
1164,0.445,False,,False,
1165,0.427,True,,False,0.0055
1166,0.5197,True,0.092,True,0.0147
1167,0.4368,True,,False,0.0176
1168,0.4693,True,,False,0.0175
1169,0.5512,True,,False,0.0055
1170,0.5221,True,,False,0.0308
1171,0.5411,True,,False,0.0006
1172,0.3927,True,,False,0.0061
1173,0.445,False,,False,
1174,0.3718,True,,False,0.0214
1175,0.4078,True,,False,0.0165
1176,0.441,True,,False,0.0804
1177,0.4458,True,,False,0.0038
1178,0.5425,True,,False,0.0087
1179,0.4856,True,,False,0.0047
1180,0.3994,True,,False,0.0123
1181,0.5386,True,,False,0.0291
1182,0.3737,True,,False,0.0351
1183,0.5373,True,,False,0.0516
1184,0.4178,True,,False,0.0022
1185,0.5085,True,,False,0.0023
1186,0.5971,True,,False,0.0097
1187,0.5492,True,,False,0.0181
1188,0.4553,True,,False,0.0136
1189,0.431,True,,False,0.0292
1190,0.445,False,,False,
1191,0.4933,True,,False,0.0005
1192,0.3999,True,,False,0.0151
1193,0.418,True,,False,0.0063
1194,0.338,True,0.0014,True,0.0005
1195,0.4742,True,,False,0.01
1196,0.3521,True,,False,0.0139
1197,0.3273,True,0.0724,True,0.0271
1198,0.382,True,,False,0.0383
1199,0.581,True,,False,0.0417
1200,0.445,False,,False,
1201,0.496,True,0.1378,True,0.0058
1202,0.4167,True,,False,0.0139
1203,0.2755,True,,False,0.0154
1204,0.4539,True,,False,0.0978
1205,0.5207,True,0.1124,True,0.0104
1206,0.5611,True,,False,0.0108
1207,0.566,True,0.1531,True,0.0531
1208,0.445,False,,False,
1209,0.6765,True,,False,0.0002
1210,0.445,False,,False,
1211,0.4828,True,0.0674,True,0.084
1212,0.6311,True,0.1635,True,0.0182
1213,0.3868,True,,False,0.0135
1214,0.3674,True,,False,0.0124
1215,0.4632,True,,False,0.0087
1216,0.4927,True,,False,0.0678
1217,0.7914,True,,False,0.0567
1218,0.4948,True,0.0711,True,0.0172
1219,0.6355,True,,False,0.0133
1220,0.671,True,,False,0.0135
1221,0.607,True,0.111,True,0.0233
1222,0.3919,True,,False,0.0034
1223,0.4215,True,,False,0.0213
1224,0.5128,True,,False,0.0181
1225,0.5605,True,0.0774,True,0.0245
1226,0.4177,True,,False,0.0586
1227,0.4877,True,,False,0.0559
1228,0.5133,True,0.1161,True,0.0063
1229,0.3558,True,0.0422,True,0.0027
1230,0.7271,True,,False,0.0613
1231,0.4329,True,,False,0.0186
1232,0.4754,True,,False,0.0153
1233,0.4641,True,,False,0.0302
1234,0.4949,True,,False,0.0153
1235,0.5358,True,0.0939,True,0.0064
1236,0.4498,True,,False,0.0128
1237,0.7281,True,,False,0.0163
1238,0.5586,True,,False,0.0131
1239,0.5443,True,,False,0.0036
1240,0.4644,True,0.0898,True,0.0176
1241,0.5476,True,,False,0.0237
1242,0.5174,True,,False,0.0101
1243,0.3408,True,,False,0.0363
1244,0.5334,True,,False,0.0345
1245,0.3698,True,,False,0.017
1246,0.5049,True,,False,0.0231
1247,0.5308,True,,False,0.0207
1248,0.5707,True,,False,0.0243
1249,0.5968,True,,False,0.0189
1250,0.5513,True,,False,0.0201
1251,0.4747,True,,False,0.0518
1252,0.445,False,,False,
1253,0.6195,True,,False,0.0262
1254,0.445,False,,False,
1255,0.5568,True,,False,0.0078
1256,0.4967,True,,False,0.0267
1257,0.3533,True,,False,0.0263
1258,0.6129,True,,False,0.018
1259,0.445,False,,False,
1260,0.6342,True,,False,0.0251
1261,0.452,True,,False,0.0338
1262,0.3719,True,,False,0.0026
1263,0.5697,True,,False,0.0013
1264,0.5011,True,,False,0.0305
1265,0.4413,True,,False,0.0286
1266,0.2765,True,-0.0293,True,0.0038
1267,0.467,True,0.1072,True,0.0088
1268,0.4785,True,,False,0.0213
1269,0.3511,True,,False,0.0007
1270,0.5227,True,,False,0.0028
1271,0.3728,True,,False,0.0113
1272,0.7677,True,,False,0.0307
1273,0.5487,True,,False,0.0287
1274,0.4348,True,,False,0.0046
1275,0.5135,True,,False,0.0047
1276,0.3531,True,,False,0.0307
1277,0.3869,True,,False,0.0491
1278,0.4367,True,,False,0.035
1279,0.5585,True,,False,0.0159
1280,0.5218,True,,False,0.0138
1281,0.3618,True,,False,0.0137
1282,0.6308,True,,False,0.0189
1283,0.4721,True,,False,0.0068
1284,0.4128,True,,False,0.0257
1285,0.3409,True,,False,0.03
1286,0.5709,True,,False,0.0201
1287,0.5466,True,0.0956,True,0.0034
1288,0.6125,True,,False,0.0061
1289,0.5294,True,,False,0.008
1290,0.3051,True,,False,0.0174
1291,0.5753,True,,False,0.0171
1292,0.493,True,,False,0.0214
1293,0.5607,True,0.0753,True,0.0387
1294,0.2724,True,,False,0.079
1295,0.3562,True,,False,0.0099
1296,0.4655,True,,False,0.0366
1297,0.5961,True,,False,0.0466
1298,0.3115,True,,False,0.0425
1299,0.4819,True,,False,0.0006
1300,0.498,True,,False,0.0266
1301,0.6407,True,,False,0.0222
1302,0.4886,True,,False,0.0243
1303,0.445,False,,False,
1304,0.5706,True,,False,0.0023
1305,0.4398,True,,False,0.0089
1306,0.4014,True,,False,0.0232
1307,0.3309,True,,False,0.0158
1308,0.4462,True,,False,0.0131
1309,0.5171,True,,False,0.0143
1310,0.5346,True,,False,0.0181
1311,0.5353,True,,False,0.0015
1312,0.5258,True,,False,0.0383
1313,0.4229,True,,False,0.0291
1314,0.7071,True,0.129,True,0.036
1315,0.442,True,0.1244,True,0.0254
1316,0.4573,True,,False,0.0039
1317,0.6818,True,0.1087,True,0.0051
1318,0.4261,True,,False,0.0049
1319,0.2121,True,,False,0.0356
1320,0.4586,True,,False,0.0158
1321,0.3437,True,,False,0.0041
1322,0.5189,True,,False,0.024
1323,0.445,False,,False,
1324,0.3102,True,,False,0.0023
1325,0.4068,True,,False,0.0278
1326,0.5872,True,,False,0.0233
1327,0.4738,True,0.161,True,0.0031
1328,0.405,True,,False,0.0063
1329,0.3212,True,,False,0.0088
1330,0.4951,True,,False,0.0155
1331,0.5868,True,,False,0.0108
1332,0.3451,True,,False,0.0114
1333,0.3914,True,,False,0.0066
1334,0.536,True,,False,0.0305
1335,0.3375,True,,False,0.0016
1336,0.5107,True,,False,0.0159
1337,0.4337,True,,False,0.031
1338,0.3245,True,,False,0.0053
1339,0.6148,True,,False,0.0017
1340,0.5556,True,0.0708,True,0.0127
1341,0.5688,True,,False,0.0058
1342,0.3743,True,,False,0.0325
1343,0.6563,True,,False,0.0133
1344,0.3999,True,,False,0.0072
1345,0.4928,True,,False,0.0245
1346,0.4724,True,,False,0.0111
1347,0.3396,True,,False,0.0065
1348,0.2564,True,0.0171,True,0.0277
1349,0.5045,True,,False,0.001
1350,0.5724,True,0.1441,True,0.0393
1351,0.6908,True,,False,0.0285
1352,0.3405,True,,False,0.0346
1353,0.4901,True,,False,0.0074
1354,0.5054,True,,False,0.0241
1355,0.4232,True,,False,0.048
1356,0.5902,True,,False,0.0117
1357,0.3971,True,,False,0.0875
1358,0.4567,True,,False,0.0306
1359,0.4698,True,,False,0.0137
1360,0.3614,True,,False,0.0161
1361,0.3693,True,,False,0.0383
1362,0.4907,True,,False,0.0002
1363,0.3354,True,0.0279,True,0.0642
1364,0.442,True,,False,0.0251
1365,0.5667,True,,False,0.0152
1366,0.5018,True,,False,0.0397
1367,0.5593,True,,False,0.0019
1368,0.5197,True,,False,0.0122
1369,0.4501,True,,False,0.0296
1370,0.7385,True,,False,0.0127
1371,0.4679,True,,False,0.0167
1372,0.4792,True,,False,0.0008
1373,0.5256,True,0.0944,True,0.0049
1374,0.3495,True,,False,0.0319
1375,0.5754,True,,False,0.037
1376,0.4226,True,,False,0.0292
1377,0.4912,True,,False,0.0338
1378,0.3426,True,0.0855,True,0.0192
1379,0.4847,True,,False,0.0274
1380,0.6046,True,,False,0.0144
1381,0.3671,True,,False,0.0157
1382,0.4734,True,,False,0.0596
1383,0.4968,True,,False,0.0024
1384,0.4917,True,,False,0.0145
1385,0.5422,True,,False,0.062
1386,0.5512,True,,False,0.0039
1387,0.619,True,0.114,True,0.019
1388,0.6497,True,,False,0.0234
1389,0.6058,True,0.1007,True,0.0113
1390,0.6202,True,,False,0.0017
1391,0.4722,True,0.1311,True,0.0126
1392,0.5845,True,,False,0.0652
1393,0.4208,True,,False,0.0155
1394,0.4428,True,,False,0.0264
1395,0.4976,True,,False,0.0082
1396,0.519,True,,False,0.0513
1397,0.5723,True,,False,0.0128
1398,0.543,True,,False,0.0238
1399,0.5305,True,,False,0.0197
1400,0.4636,True,,False,0.0434
1401,0.4537,True,,False,0.0764
1402,0.445,False,,False,
1403,0.3981,True,,False,0.0059
1404,0.3173,True,,False,0.0014
1405,0.4922,True,,False,0.0041
1406,0.445,False,,False,
1407,0.5291,True,,False,0.0006
1408,0.5147,True,,False,0.0011
1409,0.4825,True,,False,0.0154
1410,0.489,True,0.0644,True,0.0018
1411,0.363,True,,False,0.0723
1412,0.5328,True,,False,0.0326
1413,0.5223,True,,False,0.0035
1414,0.5875,True,,False,0.0006
1415,0.3869,True,,False,0.0376
1416,0.5935,True,,False,0.0157
1417,0.5235,True,,False,0.0005
1418,0.5239,True,,False,0.0042
1419,0.4097,True,,False,0.0452
1420,0.517,True,,False,0.0347
1421,0.4514,True,,False,0.0091
1422,0.4892,True,,False,0.0141
1423,0.4061,True,,False,0.0238
1424,0.591,True,,False,0.0117
1425,0.5029,True,,False,0.0291
1426,0.3772,True,,False,0.0084
1427,0.5726,True,,False,0.0351
1428,0.3793,True,,False,0.01
1429,0.4938,True,,False,0.0037
1430,0.5334,True,,False,0.0177
1431,0.4105,True,,False,0.016
1432,0.6243,True,,False,0.017
1433,0.5402,True,,False,0.0245
1434,0.3799,True,0.0651,True,0.0048
1435,0.5711,True,,False,0.0788
1436,0.4489,True,,False,0.0269
1437,0.5047,True,,False,0.0139
1438,0.4875,True,,False,0.005
1439,0.5332,True,,False,0.0308
1440,0.4876,True,,False,0.0139
1441,0.4383,True,,False,0.0065
1442,0.4329,True,,False,0.0056
1443,0.5341,True,,False,0.0137
1444,0.4889,True,,False,0.0001
1445,0.5382,True,,False,0.0034
1446,0.5459,True,,False,0.0048
1447,0.5271,True,,False,0.004
1448,0.4744,True,0.1172,True,0.0007
1449,0.5809,True,,False,0.0119
1450,0.4669,True,,False,0.0062
1451,0.34,True,,False,0.0305
1452,0.626,True,,False,0.0177
1453,0.4595,True,,False,0.0078
1454,0.3659,True,,False,0.0104
1455,0.5134,True,,False,0.0472
1456,0.5421,True,,False,0.0225
1457,0.4474,True,,False,0.0144
1458,0.3399,True,,False,0.0087
1459,0.3956,True,,False,0.0407
1460,0.445,False,,False,
1461,0.5198,True,,False,0.0116
1462,0.5065,True,,False,0.0052
1463,0.3362,True,,False,0.016
1464,0.5451,True,,False,0.0462
1465,0.4497,True,,False,0.0099
1466,0.3425,True,,False,0.0153
1467,0.5298,True,,False,0.0435
1468,0.4097,True,,False,0.0213
1469,0.5184,True,,False,0.0374
1470,0.5369,True,,False,0.009
1471,0.3604,True,,False,0.0227
1472,0.5781,True,0.1361,True,0.014
1473,0.5779,True,,False,0.0043
1474,0.3479,True,,False,0.0049
1475,0.4825,True,,False,0.0091
1476,0.6683,True,,False,0.0057
1477,0.4924,True,,False,0.0116
1478,0.3803,True,,False,0.0145
1479,0.3671,True,,False,0.0327
1480,0.5563,True,,False,0.0197
1481,0.646,True,,False,0.0237
1482,0.5125,True,,False,0.0324
1483,0.3886,True,,False,0.0345
1484,0.305,True,,False,0.0013
1485,0.445,False,,False,
1486,0.5412,True,,False,0.0426
1487,0.4444,True,,False,0.0068
1488,0.5163,True,,False,0.0061
1489,0.3855,True,,False,0.0148
1490,0.4855,True,,False,0.0098
1491,0.4584,True,,False,0.0397
1492,0.4904,True,,False,0.0225
1493,0.5901,True,,False,0.0469
1494,0.445,False,,False,
1495,0.5146,True,,False,0.0008
1496,0.445,False,,False,
1497,0.6962,True,,False,0.0326
1498,0.5772,True,,False,0.0299
1499,0.6171,True,,False,0.0058
1500,0.4628,True,,False,0.0226
1501,0.6073,True,0.1181,True,0.023
1502,0.5005,True,,False,0.0006
1503,0.5226,True,,False,0.0541
1504,0.4205,True,,False,0.0773
1505,0.4587,True,,False,0.0019
1506,0.5876,True,,False,0.0322
1507,0.445,False,,False,
1508,0.4655,True,,False,0.0047
1509,0.5226,True,,False,0.0167
1510,0.3833,True,,False,0.0021
1511,0.5921,True,,False,0.0015
1512,0.4888,True,,False,0.0045
1513,0.4927,True,,False,0.0399
1514,0.5405,True,,False,0.0016
1515,0.443,True,,False,0.0462
1516,0.4018,True,,False,0.0239
1517,0.5586,True,,False,0.0228
1518,0.5632,True,0.0816,True,0.0053
1519,0.576,True,0.0831,True,0.0019
1520,0.445,False,,False,
1521,0.4832,True,,False,0.0196
1522,0.3557,True,,False,0.0218
1523,0.299,True,-0.0341,True,0.0408
1524,0.3594,True,,False,0.0284
1525,0.5723,True,,False,0.0176
1526,0.3664,True,,False,0.0186
1527,0.455,True,,False,0.0355
1528,0.4302,True,,False,0.0381
1529,0.2768,True,,False,0.0063
1530,0.445,False,,False,
1531,0.3197,True,-0.0034,True,0.0089
1532,0.429,True,,False,0.0137
1533,0.445,False,,False,
1534,0.3265,True,,False,0.0117
1535,0.4691,True,,False,0.0429
1536,0.5909,True,,False,0.0146
1537,0.5838,True,,False,0.0097
1538,0.4946,True,,False,0.0133
1539,0.445,False,,False,
1540,0.4402,True,,False,0.0081
1541,0.4843,True,,False,0.0263
1542,0.4841,True,,False,0.0066
1543,0.4021,True,,False,0.0111
1544,0.4766,True,,False,0.0253
1545,0.3702,True,,False,0.0226
1546,0.4085,True,,False,0.0135
1547,0.4681,True,,False,0.0377
1548,0.6435,True,,False,0.0036
1549,0.2809,True,,False,0.0022
1550,0.3016,True,,False,0.0524
1551,0.6635,True,,False,0.0035
1552,0.7994,True,0.0919,True,0.0416
1553,0.4159,True,,False,0.0237
1554,0.3307,True,,False,0.0603
1555,0.5243,True,,False,0.0227
1556,0.3285,True,,False,0.0532
1557,0.4343,True,,False,0.0119
1558,0.4426,True,,False,0.0101
1559,0.3622,True,,False,0.0465
1560,0.4284,True,,False,0.0145
1561,0.3519,True,0.0685,True,0.0181
1562,0.3716,True,,False,0.0021
1563,0.5746,True,,False,0.0119
1564,0.4233,True,,False,0.0036
1565,0.4046,True,,False,0.0389
1566,0.514,True,,False,0.0832
1567,0.5136,True,,False,0.0464
1568,0.5072,True,,False,0.0077
1569,0.4719,True,,False,0.0038
1570,0.4494,True,0.0795,True,0.0221
1571,0.4464,True,,False,0.0077
